,paper_id,category,year,keywords,cited_by
2495,10.3390/jsan10010017,EdgeML,2021,performance learning compute communication increasingly ability communicate efficiency process computation,2
2498,10.1109/TDSC.2021.3126315,EdgeML,2022,devices design inference techniques efficiency systems infrastructure providers prediction services,1
2499,10.1016/j.comcom.2020.12.007,EdgeML,2021,optimization efficiency computing technologies process system detection imbalanced data validation,1
2503,10.1109/TNSM.2020.2980899,EdgeML,2020,applications prediction computing dynamically solutions routing locally interest processed statistical,2
2507,10.1109/JIOT.2020.2986803,EdgeML,2020,caching current applications networks technology services adaptive optimization environments dynamic,16
2516,10.1016/j.measurement.2021.110622,EdgeML,2022,methods condition based proposed dimensional automation monitoring machining important researched,1
2518,10.1109/CogMI48466.2019.00035,EdgeML,2019,inference selection compression compressed increasing limited network models constrained successfully,1
2522,10.1145/3457388.3458666,EdgeML,2021,prediction computing accuracy approaches methods increasingly artificial purposes challenges convolutional,1
2523,10.1109/JIOT.2020.2986015,EdgeML,2020,computing integration computation functions caching generated technology artificial intelligence fusion,6
2532,10.1109/ICMLA52953.2021.00187,EdgeML,2021,resources devices computing computational significantly training intelligent increasing wearable deployment,1
2537,10.1109/SEAA51224.2020.00015,EdgeML,2020,framework alternatives computing companies consisting present selecting additional challenges large,2
2547,10.1109/pimrc.2019.8904164,EdgeML,2019,communication implementations typically learning training methods presence arising opportunities challenges,5
2557,10.1016/j.comnet.2022.109380,EdgeML,2022,training constrained devices consumption resource computing heterogeneous distributed environments challenging,1
2575,10.1109/TII.2019.2957130,EdgeML,2021,framework participation coordinated solution provides technology computing form powers mobile,2
2576,10.1109/DAC56929.2023.10247876,EdgeML,2023,classification learning regeneration dimensionality capabilities emerging heterogeneous devices enables computing,0
2581,10.1109/TNSE.2021.3083263,EdgeML,2022,communication increases unnecessary concurrency avoiding learning sensitive sharing devices distributed,2
2585,10.1109/TMC.2021.3083154,EdgeML,2022,synchronization resulting convergence cooperatively model learning distributed devices aggregation communication,2
2587,10.1109/MASS.2018.00044,EdgeML,2018,computing recognition applications architecture computation communication sources servers design natural,6
2593,10.1109/JIOT.2020.2976702,EdgeML,2020,microcontrollers parallel presents different experimental computing especially concept intelligence growing,20
2609,10.1109/JSAC.2019.2906789,EdgeML,2019,computing allocation approach complexity infrastructure especially common areas computation integrated,12
2612,10.1109/TED.2021.3110464,EdgeML,2021,learning examples intelligence device associative demonstration integrated present augmented,1
2622,10.7717/peerj-cs.357,EdgeML,2021,embeddings structural engineering different embedding visualization classification computational relational predictive,4
2632,10.1016/j.scs.2020.102324,EdgeML,2020,centralized selection individually classification perceptron infrastructure management critical intrusion expansion,1
2635,10.1007/s11244-020-01221-2,EdgeML,2020,theoretical structural structure spectra experimental characterization selectivity applications possibilities interatomic,0
2638,10.1109/JSAC.2021.3118401,EdgeML,2021,allocation association communication framework dynamics preserving distributed learning federated,5
2641,10.1109/TPDS.2020.3046188,EdgeML,2021,computing deployment resilience approach servers services network probability infrastructural support,1
2645,10.1109/JIOT.2022.3155667,EdgeML,2022,computing applications performance offloading communication computation solutions based significant crafting,2
2647,10.3934/era.2023190,EdgeML,2023,model architecture differential framework distributed learning federated communication convergence typical,0
2656,10.1109/JSAC.2021.3118346,EdgeML,2021,inference networks communication enable efficiently techniques learning present wireless applications,12
2660,10.1109/TC.2022.3176803,EdgeML,2023,performance requirements experiments distributed popular platform recent dce applications assessing,1
2669,10.1109/JSTSP.2022.3140660,EdgeML,2022,optimization consumption computational capability computing environment different cognitive approach interference,1
2675,10.1016/j.comcom.2023.03.009,EdgeML,2023,performance framework supporting combating processing related important distribution techniques limited,0
2688,10.1109/ICDCS.2019.00107,EdgeML,2019,allocation importance learning performance approach devices computation resource improvement important,8
2689,10.1109/TWC.2020.3021177,EdgeML,2020,partitioned computation resource updating parametric allocation capabilities resulting artificial intelligence,6
2690,10.1109/TCSI.2018.2889779,EdgeML,2019,reduction current rate computation function application detection functions applications leading,1
2691,10.1002/widm.1514,EdgeML,2023,selection distribution analysis collaboratively learning technique enables multiple aggregation typical,0
2710,10.1109/TC.2020.2993552,EdgeML,2020,training performance centralized computations classification model svm vector supervised computational,2
2725,10.1109/IJCNN52387.2021.9533316,EdgeML,2021,classifier efficiency applications networks constraints requirements learning resource functional training,1
2728,10.1007/978-3-030-86517-7_2,EdgeML,2021,devices analytics application algorithms data enabling depending ability gaining concept,1
2733,10.1007/978-3-030-61616-8_37,EdgeML,2020,computing algorithm processing efficient devices promising implementation hardware simple algorithms,1
2737,10.1109/TMC.2021.3123195,EdgeML,2023,participants process computing processing applications technology generated particular securing federated,1
2739,10.1109/BigData50022.2020.9378038,EdgeML,2020,environments infrastructures detection computational computing demanding centralized ramifications significantly critical,1
2746,10.1109/TWC.2019.2891629,EdgeML,2019,allocation content caching network contents association proposed learning stable compared,5
2747,10.1109/TNSM.2022.3197059,EdgeML,2022,computing recognition present applications emerging innovative classification approaches methodologies techniques,1
2755,10.1145/3555802,EdgeML,2023,computing traditional limitations widespread popularity recent years internet development inference,2
2758,10.1007/s13042-023-01956-w,EdgeML,2023,federated function compliance regulations organizations framework protection critical inconsistent learning,0
2763,10.1109/MEMS49605.2023.10052286,EdgeML,2023,resonator computing demonstrates electrostatic physical fabricated insulator silicon wafer system,0
2781,10.1109/TPDS.2023.3240833,EdgeML,2023,heterogeneous minimization training consumption functions collaboratively learning devices environmental adoption,1
2782,10.1109/TITS.2020.3025687,EdgeML,2021,detection computing tracking transportation flow traffic network edge processing model,4
2784,10.1109/ACCESS.2023.3294111,EdgeML,2023,applications technologies solutions research computational unprecedented artificial field approaches capability,0
